,cv_mse,ext_val_mse,max_depth,n_estimators,rcv_mse,test_mse,train_mse
0,37.010920629197464,43.487251682790315,5.0,10,36.250612132270454,45.373596594578096,30.865571280333025
1,36.20081643884253,40.43145025142066,5.0,50,34.268057386191565,43.54594141574946,29.79504048132369
2,35.62018799796553,40.24735234783279,5.0,100,33.587251777365324,42.78014815950829,29.159939980563898
3,35.259483330105226,40.83058611429607,5.0,150,33.277845416489285,43.44472641721958,29.61935710837417
4,35.0866364830904,40.936413456216044,5.0,200,33.09366761772576,43.68923509381495,29.477103656449497
5,34.9231512396865,40.58788653902543,5.0,500,32.93222193593076,44.320724106942556,29.358707452945104
6,34.78326944113752,40.5357482168213,5.0,750,32.797356951683334,44.31972308470028,29.268333895919902
7,34.664542036927806,40.19821538323648,5.0,1000,32.691549629615295,44.40163391360251,29.155992488324095
8,32.815019250332654,20.194434762140936,10.0,10,31.34380201409269,26.30158933584369,7.422704208422129
9,31.250023612146578,18.09149661714274,10.0,50,29.985303088841093,24.616440680384727,6.189747128099387
10,29.91520008989286,17.070369321695182,10.0,100,28.807395535435102,23.94043690304924,5.9250464975328425
11,28.782335072132064,17.38738721050353,10.0,150,27.845386266639885,24.413781258422254,6.043649425884574
12,27.83214744048752,16.9473760364955,10.0,200,27.03232496918903,25.018335412129474,5.94408833966986
13,26.997856878318434,16.707690563974992,10.0,500,26.332365774195008,24.766578092371184,5.918167228378957
14,26.260740130738963,16.97575483503064,10.0,750,25.718577582011502,24.658274408020397,5.942900984427626
15,25.612453266578733,16.883468411170945,10.0,1000,25.18136011378404,24.7512660599222,5.92372253105014
16,25.116745809476065,19.9229138933991,20.0,10,24.894732273664154,24.77799666782716,6.5429191473324835
17,24.656775758088507,17.39602591510739,20.0,50,24.480772864114908,23.79657084429914,5.532439296370016
18,24.210347707332637,16.65200895563914,20.0,100,24.088318363608437,23.294143863541436,5.327152139907894
19,23.796758883338153,16.723971832565848,20.0,150,23.744290953733135,23.78410404851887,5.394163961757681
20,23.429316991932232,16.368426665200634,20.0,200,23.43151700504649,24.322457768054534,5.328967642296278
21,23.08221605633086,16.17108291638169,20.0,500,23.137642206937368,24.050976310907572,5.290629027718771
22,22.755178225480307,16.387485506773835,20.0,750,22.86025076170524,23.835485372235507,5.311766390364864
23,22.453046614629695,16.293504133451947,20.0,1000,22.60555994348363,23.901785551122977,5.2859142202723
24,22.242341809877843,19.9229138933991,30.0,10,22.513685019014122,24.77799666782716,6.5429191473324835
25,22.034455005055616,17.39602591510739,30.0,50,22.318676476043496,23.79657084429914,5.532439296370016
26,21.817277756189362,16.623043267898392,30.0,100,22.122582434504555,23.30347179320625,5.319675200206697
27,21.60721810214159,16.69655749851622,30.0,150,21.94705342491876,23.78063487564726,5.38711727519395
28,21.416561049607495,16.34674397810328,30.0,200,21.78253565272547,24.318925423428457,5.3231456186365875
29,21.229053704990708,16.153028453757514,30.0,500,21.621993512522817,24.039304647660938,5.286078485354236
30,21.04615181411472,16.375226314588566,30.0,750,21.465078849751063,23.826859394181803,5.310009623060496
31,20.872983939401315,16.287092545249564,30.0,1000,21.317662280401603,23.894654697840032,5.284753849565208
32,20.761239774444707,19.9229138933991,,10,21.28708726680598,24.77799666782716,6.5429191473324835
33,20.64582933650516,17.39602591510739,,50,21.174039491363974,23.79657084429914,5.532439296370016
34,20.517967620766917,16.623043267898392,,100,21.05547085888192,23.30347179320625,5.319675200206697
35,20.390679838047053,16.69655749851622,,150,20.948590284082485,23.78063487564726,5.38711727519395
36,20.274125344549912,16.34674397810328,,200,20.846629412386022,24.318925423428457,5.3231456186365875
37,20.156157327880276,16.153028453757514,,500,20.74451472907707,24.039304647660938,5.286078485354236
38,20.03828393710989,16.375226314588566,,750,20.642287145423772,23.826859394181803,5.310009623060496
39,19.924946334264288,16.287092545249564,,1000,20.54492368255239,23.894654697840032,5.284753849565208
