,C,cv_mse,ext_val_mse,gamma,train_mse,rcv_mse,test_mse
57,100,38.77513674,41.20112114,0.01,13.5065429,37.83619655,22.61668806
58,100,38.41816066,38.56399616,0.1,5.795748281,37.53062226,18.36667503
59,100,37.98821037,27.50906365,1,0.464566498,37.13750952,20.94590934
60,100,37.5559529,25.16891238,10,0.065814932,36.74159599,22.1477626
61,100,37.14437772,24.53544722,100,0.009977755,36.36358647,21.84427821
62,100,36.75065364,24.70954952,1000,0.010002072,36.00165462,22.76062806
63,1000,36.76949017,40.59757693,1.00E-05,28.18478541,35.96836873,33.06308344
64,1000,36.85946636,46.53979953,0.0001,26.41796686,35.99481056,36.23222092
65,1000,36.92629575,37.37907985,0.001,17.96301246,36.31999533,43.14243406
66,1000,37.1940846,133.2102695,0.01,7.858844141,36.40828722,28.95001041
67,1000,36.91340787,42.9312125,0.1,0.95894163,36.17698941,17.90740798
68,1000,36.56205374,27.66152605,1,0.204076848,35.8544111,21.26863296
69,1000,36.20569972,25.22557707,10,0.039635422,35.52758881,22.20645125
70,1000,35.86531369,24.53544722,100,0.009977755,35.21459468,21.84427821
71,1000,35.5385699,24.70954952,1000,0.010002072,34.91386254,22.76062806
72,10000,35.6007208,42.09355794,1.00E-05,27.51378525,34.94136738,32.23437117
73,10000,35.78269092,48.46009153,0.0001,22.99374048,35.26015503,50.85351644
74,10000,35.95300318,38.68291307,0.001,11.82239643,35.75967355,65.84598441
75,10000,36.6484207,202.6460784,0.01,2.55924255,36.33705726,41.88854857
76,10000,36.40632303,45.8953187,0.1,0.263023043,36.1305242,24.54889682
77,10000,36.1040043,29.50894002,1,0.053055096,35.84818905,22.4761056
78,10000,35.79404567,25.22557707,10,0.00995313,35.55867843,22.08442503
79,10000,35.49709875,24.53544722,100,0.009977755,35.28050753,21.84427821
80,10000,35.21120568,24.70954952,1000,0.010002072,35.01237633,22.76062806
