,C,cv_mse,ext_val_mse,gamma,train_mse,rcv_mse,test_mse
0,0.0001,257.6493619,285.3711404,1.00E-05,274.4664309,255.5885853,292.959278
1,0.0001,257.651463,285.3786149,0.0001,274.4737889,255.5903325,292.9643594
2,0.0001,257.6529805,285.3806946,0.001,274.4775134,255.5916933,292.9690701
3,0.0001,257.6537437,285.3806619,0.01,274.4776823,255.5923785,292.9691775
4,0.0001,257.6542021,285.3806619,0.1,274.477837,255.5927901,292.9693341
5,0.0001,257.6545107,285.3806619,1,274.4779191,255.5930682,292.9693828
6,0.0001,257.6547371,285.3806619,10,274.4779987,255.5932738,292.9693828
7,0.0001,257.654907,285.3806619,100,274.478001,255.5934282,292.9693828
8,0.0001,257.6550391,285.3806619,1000,274.478001,255.5935483,292.9693828
9,0.001,257.6452601,285.2778871,1.00E-05,274.3201907,255.5841965,292.8534971
10,0.001,257.6410781,285.3526058,0.0001,274.3937367,255.5797211,292.9042872
11,0.001,257.6396359,285.373402,0.001,274.4309733,255.5779374,292.9513869
12,0.001,257.6384292,285.3730757,0.01,274.4326626,255.5764427,292.9524615
13,0.001,257.6373965,285.3730757,0.1,274.4342094,255.5751634,292.9540274
14,0.001,257.6365137,285.3730757,1,274.4350303,255.5740694,292.9545142
15,0.001,257.635767,285.3730757,10,274.4358259,255.5731428,292.9545143
16,0.001,257.6351088,285.3730757,100,274.4358483,255.572326,292.9545143
17,0.001,257.6345238,285.3730757,1000,274.4358483,255.5716,292.9545143
18,0.01,257.5820721,284.3480912,1.00E-05,272.8623659,255.5213037,291.7989073
19,0.01,257.5559219,285.092739,0.0001,273.5944415,255.4934477,292.3043964
20,0.01,257.5438201,285.3006198,0.001,273.9659889,255.4793693,292.7746977
21,0.01,257.5328989,285.2973603,0.01,273.9828713,255.4666569,292.7854272
22,0.01,257.5229369,285.29736,0.1,273.9983285,255.4550616,292.8010745
23,0.01,257.5138816,285.29736,1,274.0065268,255.4445238,292.80594
24,0.01,257.5057154,285.29736,10,274.0144681,255.4350257,292.80594
25,0.01,257.4981819,285.29736,100,274.0146913,255.4262636,292.80594
26,0.01,257.4912064,285.29736,1000,274.0146913,255.4181505,292.80594
27,0.1,257.1386798,276.0751828,1.00E-05,259.219369,255.0735522,282.2139063
28,0.1,256.9524111,282.5319278,0.0001,265.7241735,254.876972,286.3886235
29,0.1,256.8571461,284.5871179,0.001,269.3579673,254.7724241,291.0219969
30,0.1,256.7686053,284.554908,0.01,269.5258349,254.6752317,291.1276833
31,0.1,256.6856671,284.554905,0.1,269.6792479,254.5841967,291.2829709
32,0.1,256.608306,284.554905,1,269.7601791,254.4993435,291.331335
33,0.1,256.5366997,284.554905,10,269.8381155,254.4209345,291.331335
34,0.1,256.4692181,284.554905,100,269.8403141,254.3470458,291.331335
35,0.1,256.4054856,284.554905,1000,269.8403141,254.277262,291.331335
36,1,254.4269633,229.5980402,1.00E-05,186.4114626,252.3201183,238.7943963
37,1,253.1304666,264.8404034,0.0001,208.1398096,250.9800236,253.9909954
38,1,252.4336162,275.8576316,0.001,226.4203219,250.2230696,273.1082442
39,1,251.7755925,275.4700179,0.01,227.947934,249.508349,273.9283583
40,1,251.1501674,275.4699856,0.1,229.3881764,248.8291148,275.3859755
41,1,250.5586058,275.4699856,1,230.0891393,248.1872966,275.8477333
42,1,250.0038642,275.4699856,10,230.6975604,247.5868577,275.8477336
43,1,249.4746006,275.4699856,100,230.7155725,247.0140359,275.8477336
44,1,248.9688598,275.4699856,1000,230.7155725,246.4666729,275.8477336
45,10,245.2476449,143.0939956,1.00E-05,58.92191547,242.7113438,121.2565785
46,10,241.7321274,182.6684462,0.0001,27.2322972,239.1568238,150.9381257
47,10,239.1949894,221.9942243,0.001,46.46002894,236.4866811,204.5979097
48,10,236.7773108,221.153732,0.01,54.51502589,233.9410337,208.5343886
49,10,234.4564713,222.4111907,0.1,56.1576346,231.497691,209.6133421
50,10,232.2297906,221.7620637,1,57.63315159,229.1568529,210.2395201
51,10,230.1110296,219.3256032,10,57.23434654,226.941362,209.2908795
52,10,228.073296,219.2720932,100,57.22764267,224.8109923,209.2691852
53,10,226.1110339,219.2720932,1000,57.22764267,222.7595252,209.2691852
54,100,223.0044736,63.02155859,1.00E-05,21.24286621,219.5003269,57.52110746
55,100,220.0932262,134.1431523,0.0001,0.1286501,216.4302042,125.7547969
56,100,217.8753417,199.4487399,0.001,0.01000692,214.1261239,158.4621799
57,100,215.7437699,190.6067456,0.01,0.009920304,211.9138318,145.8414519
58,100,213.684668,193.7584081,0.1,0.010007997,209.7769968,145.4418921
59,100,211.6984767,195.18457,1,0.010008105,207.7192791,145.3084757
60,100,209.8046859,193.4104333,10,0.010014119,205.7763891,145.4484185
61,100,207.973154,193.3291658,100,0.009995501,203.8982088,145.4554927
62,100,206.1997659,193.3291658,1000,0.009995501,202.0796533,145.4554927
63,1000,203.7645888,39.93452076,1.00E-05,1.754985258,199.5138633,62.9557861
64,1000,201.5524355,125.6938934,0.0001,0.009888353,197.1763185,122.1112406
65,1000,199.9179108,199.4487399,0.001,0.01000692,195.4781566,158.4621799
66,1000,198.3406909,190.6067456,0.01,0.009920304,193.8413659,145.8414519
67,1000,196.8100448,193.7584081,0.1,0.010007997,192.2531189,145.4418921
68,1000,195.3274817,195.18457,1,0.010008105,190.7177684,145.3084757
69,1000,193.9110497,193.4104333,10,0.010014119,189.2675573,145.4484185
70,1000,192.5355378,193.3291658,100,0.009995501,187.8599749,145.4554927
71,1000,191.1982346,193.3291658,1000,0.009995501,186.4914921,145.4554927
72,10000,189.2689885,87.83424621,1.00E-05,0.009890696,184.5022689,89.1716716
