,C,cv_mse,ext_val_mse,gamma,train_mse,rcv_mse,test_mse
0,0.0001,45.34697095,34.73675927,1.00E-05,46.25716231,44.6084776,41.40311859
1,0.0001,45.34910452,34.73894918,0.0001,46.26118259,44.61007268,41.40575507
2,0.0001,45.35021786,34.7400974,0.001,46.26230601,44.6109161,41.40655258
3,0.0001,45.35094183,34.74104098,0.01,46.26337515,44.61138079,41.40743812
4,0.0001,45.35147168,34.74127137,0.1,46.26396775,44.61169333,41.40784418
5,0.0001,45.35188623,34.74145644,1,46.26421932,44.61193064,41.40791329
6,0.0001,45.35219059,34.74158909,10,46.26428192,44.61209868,41.40802988
7,0.0001,45.35241725,34.74159893,100,46.26428924,44.61222275,41.40808474
8,0.0001,45.35259354,34.74160664,1000,46.26431133,44.61231925,41.40809818
9,0.001,45.34387235,34.68016992,1.00E-05,46.17380074,44.60585388,41.35031691
10,0.001,45.34059931,34.70530122,0.0001,46.21375242,44.60345469,41.37640434
11,0.001,45.3388743,34.71676443,0.001,46.22491931,44.6022326,41.3843017
12,0.001,45.33792803,34.72619027,0.01,46.23557097,44.60132987,41.39311795
13,0.001,45.33745739,34.72849191,0.1,46.24148398,44.60067637,41.39716931
14,0.001,45.3372946,34.73034146,1,46.24399398,44.60022568,41.39785553
15,0.001,45.33718823,34.73166747,10,46.24461878,44.59982492,41.39902042
16,0.001,45.33708681,34.73176588,100,46.24469194,44.59946209,41.39956887
17,0.001,45.33699666,34.7318429,1000,46.24491275,44.59913957,41.39970321
18,0.01,45.29383211,33.97459388,1.00E-05,45.37811762,44.56397148,40.8630979
19,0.01,45.27389332,34.3292595,0.0001,45.7525246,44.54858425,41.09624018
20,0.01,45.26123292,34.45521673,0.001,45.85746697,44.53900541,41.16743812
21,0.01,45.25211898,34.57825138,0.01,45.96000688,44.53127712,41.25168606
22,0.01,45.24585865,34.60104149,0.1,46.0178329,44.5251157,41.29127221
23,0.01,45.24147617,34.61942278,1,46.04236248,44.52022628,41.29765114
24,0.01,45.23763003,34.63263947,10,46.04849787,44.51570262,41.30919942
25,0.01,45.2340303,34.63361843,100,46.04922241,44.51146673,41.3146677
26,0.01,45.23069721,34.63438818,1000,46.05142071,44.50754461,41.31599704
27,0.1,45.0477183,30.52464261,1.00E-05,40.97446942,44.33887991,36.68907484
28,0.1,44.94098981,31.92873685,0.0001,42.64945643,44.24405202,38.55219742
29,0.1,44.85805756,32.61584638,0.001,43.11868674,44.17259661,39.14477435
30,0.1,44.78566397,33.17289338,0.01,43.73672855,44.10818576,39.76609858
31,0.1,44.72600193,33.34707286,0.1,43.99424049,44.05242639,40.13567931
32,0.1,44.67607109,33.50480027,1,44.10214264,44.00426714,40.30514901
33,0.1,44.63116317,33.63179989,10,44.13833851,43.95835497,40.43834303
34,0.1,44.58845585,33.64115111,100,44.14487649,43.91462281,40.49140571
35,0.1,44.54812113,33.64894786,1000,44.16588109,43.87332017,40.50329563
36,1,44.20796937,23.75717193,1.00E-05,33.55289216,43.56619908,28.04305826
37,1,43.87441956,24.80332872,0.0001,33.06698832,43.30147059,29.51331573
38,1,43.53891002,25.16294881,0.001,32.20863925,43.0124355,28.85716029
39,1,43.15406396,27.07599779,0.01,29.58822238,42.65448447,32.04641778
40,1,42.78323283,24.69541633,0.1,29.00772107,42.30634648,32.80796231
41,1,42.44997767,25.03811532,1,29.46248179,41.98869021,32.08456055
42,1,42.13265379,25.73415841,10,29.34746757,41.67809763,32.74579407
43,1,41.82708568,25.77908327,100,29.31534266,41.37842683,33.15790752
44,1,41.53509815,25.84776635,1000,29.4460913,41.0920745,33.19453245
45,10,41.33583492,21.62512894,1.00E-05,33.72384327,40.91796024,26.02969665
46,10,41.13863094,21.64109154,0.0001,32.48767102,40.74103626,24.91912219
47,10,40.95167427,26.97988384,0.001,28.92215923,40.57534777,22.76158575
48,10,40.48335361,17.76289583,0.01,12.05940058,40.11063653,30.07874308
49,10,39.93409982,8.523361006,0.1,5.400240524,39.59039492,20.77343766
50,10,39.37709142,7.002576207,1,2.447165624,39.06448262,16.28515936
51,10,38.81587812,8.077386541,10,0.711395285,38.51892683,17.97939342
52,10,38.27540987,8.042309389,100,0.5421952,37.99341545,19.8571735
