,C,cv_mse,ext_val_mse,gamma,train_mse,rcv_mse,test_mse
53,10,37.75495898,8.119695997,1000,0.536399559,37.48736746,19.90355301
54,100,37.67677323,21.97324286,1.00E-05,33.0115667,37.38826422,25.53221441
55,100,37.66674935,27.865787,0.0001,32.49382529,37.35454096,23.09584283
56,100,37.47702371,31.10724938,0.001,19.67297769,37.17091905,35.64877564
57,100,37.13223243,14.92969877,0.01,7.149759393,36.8348804,32.57477648
58,100,36.73846709,5.807303289,0.1,3.058945532,36.43164921,17.48684653
59,100,36.28482558,6.97538007,1,0.041925181,36.00530274,15.80827585
60,100,35.85115901,8.147550339,10,0.009999709,35.5897048,17.68628769
61,100,35.43160417,8.120154012,100,0.010001081,35.18740637,19.55477361
62,100,35.02536855,8.186041057,1000,0.00998888,34.79787932,19.61105471
63,1000,35.059752,30.77750228,1.00E-05,33.29017006,34.77248523,26.33815579
64,1000,35.156068,32.19475164,0.0001,28.05109528,34.89465986,20.86635163
65,1000,34.96942271,47.40075685,0.001,12.2390157,34.77275096,70.59842015
66,1000,34.85712079,38.11323445,0.01,5.096386503,34.56433441,31.21866213
67,1000,34.53725558,5.922965319,0.1,0.031282289,34.21942875,18.24165096
68,1000,34.17468632,6.981081247,1,0.009917599,33.88075385,15.80636592
69,1000,33.82692172,8.147550339,10,0.009999709,33.54894063,17.68628769
70,1000,33.48906027,8.120154012,100,0.010001081,33.22638093,19.55477361
71,1000,33.16058388,8.186041057,1000,0.00998888,32.91278123,19.61105471
72,10000,33.30635678,35.71756503,1.00E-05,31.66779611,32.95051826,25.89174914
73,10000,33.41175325,46.52716436,0.0001,20.59027252,33.14856019,82.83089717
74,10000,33.87163196,55.88111609,0.001,6.819140374,33.25559191,88.2292082
75,10000,34.47761704,61.07041244,0.01,0.681205776,33.05830965,85.9381289
76,10000,34.20006729,5.926519653,0.1,0.009758229,32.77327641,18.24146898
77,10000,33.88365587,6.981081247,1,0.009917599,32.49221979,15.80636592
78,10000,33.57919396,8.147550339,10,0.009999709,32.21578446,17.68628769
79,10000,33.28243852,8.120154012,100,0.010001081,31.94617718,19.55477361
80,10000,32.99301039,8.186041057,1000,0.00998888,31.68322688,19.61105471
