,cv_mse,ext_val_mse,max_depth,n_estimators,rcv_mse,test_mse,train_mse
0,13.450101874377259,18.51382763293388,5.0,10,12.419805167091578,34.34187192542538,5.351794385064068
1,13.261340840922845,19.374562793323417,5.0,50,12.673478016502646,24.611113706945872,4.916949398703692
2,13.417001356751639,19.67101849717202,5.0,100,12.793089668807799,23.702719391995043,5.094804432928186
3,13.48031092818922,19.248440115309883,5.0,150,12.8216792353583,24.271738105722985,5.068824888585713
4,13.536581856131386,18.55851066560349,5.0,200,12.840179304279864,24.188764151552107,4.913922790876218
5,13.52873163615506,17.590317283703882,5.0,500,12.820120749784277,24.014023221111966,4.795897699816231
6,13.498743754659166,17.295966038644664,5.0,750,12.794344418362284,24.46351338894588,4.749405411178971
7,13.480664959164102,17.445808972553596,5.0,1000,12.783831719837035,24.74376173359796,4.7726060929099186
8,13.423802696409757,16.503249971000045,10.0,10,12.649513118317227,25.97237414850008,4.009611563125013
9,13.374557116122524,16.99778678907989,10.0,50,12.660658372100805,21.14662635568048,3.6520956506767823
10,13.370718393755897,17.864924716560022,10.0,100,12.66664544028308,21.55897536575565,3.9195699934754353
11,13.364123742659865,18.248460151308873,10.0,150,12.653584093400244,22.32787647295263,3.9977788607032663
12,13.366573486190415,17.93043589640916,10.0,200,12.647250386197138,22.213155988991133,3.881183015321926
13,13.342597500453119,16.850671980426853,10.0,500,12.615336340958082,22.141035287141534,3.7909826201463246
14,13.312578187420636,16.409027569184218,10.0,750,12.584357971972738,22.566610847657184,3.7383340623449306
15,13.291160832181163,16.502606890133002,10.0,1000,12.555822595994737,22.73795830794497,3.7440052382227775
16,13.272204582898445,16.503249971000045,20.0,10,12.498125043658913,25.97237414850008,4.009611563125013
17,13.253266907967982,17.09698978519988,20.0,50,12.512727191679453,21.145147603740117,3.667428792855005
18,13.25591031208269,17.77204474026002,20.0,100,12.523979134543463,21.457389179475463,3.909697516175006
19,13.25482808638372,18.19604188185812,20.0,150,12.523243659928792,22.353451273509076,3.9798891356678268
20,13.260097820345434,17.890967965815598,20.0,200,12.525572697064044,22.233781765392315,3.867087649474456
21,13.24996545480786,16.833884687901836,20.0,500,12.510962987249599,22.198969603256337,3.7832439565312006
22,13.234387964152704,16.358457576461554,20.0,750,12.495383301654401,22.602358634801185,3.725025203316032
23,13.223324702697777,16.4714784180998,20.0,1000,12.480057123678437,22.76811926442314,3.734177527836272
24,13.213147898364864,16.503249971000045,30.0,10,12.443853406982727,25.97237414850008,4.009611563125013
25,13.202308611279678,17.09698978519988,30.0,50,12.456049957022952,21.145147603740117,3.667428792855005
26,13.206056128867376,17.77204474026002,30.0,100,12.466067147729348,21.457389179475463,3.909697516175006
27,13.207063617054368,18.19604188185812,30.0,150,12.467610093962232,22.353451273509076,3.9798891356678268
28,13.212526681969036,17.890967965815598,30.0,200,12.471215036921087,22.233781765392315,3.867087649474456
29,13.20668198518736,16.833884687901836,30.0,500,12.462313171728592,22.198969603256337,3.7832439565312006
30,13.196520733076134,16.358457576461554,30.0,750,12.452323399045737,22.602358634801185,3.725025203316032
31,13.189406637956083,16.4714784180998,30.0,1000,12.442174387520284,22.76811926442314,3.734177527836272
32,13.182724757847565,16.503249971000045,,10,12.415895291119236,25.97237414850008,4.009611563125013
33,13.175330689503516,17.09698978519988,,50,12.426044362204806,21.145147603740117,3.667428792855005
34,13.178992429407632,17.77204474026002,,100,12.434629212030258,21.457389179475463,3.909697516175006
35,13.18052780076029,18.19604188185812,,150,12.436702557314144,22.353451273509076,3.9798891356678268
36,13.185526846674327,17.890967965815598,,200,12.440363391975087,22.233781765392315,3.867087649474456
37,13.181623134354446,16.833884687901836,,500,12.434147489058537,22.198969603256337,3.7832439565312006
38,13.174188776287389,16.358457576461554,,750,12.426929097507296,22.602358634801185,3.725025203316032
39,13.169055799111067,16.4714784180998,,1000,12.419444745825395,22.76811926442314,3.734177527836272
