,C,cv_mse,ext_val_mse,gamma,train_mse,rcv_mse,test_mse
58,100,41.68560835,64.99272708,0.1,4.83789298,41.73013703,31.30451182
59,100,41.21521515,43.25792624,1,0.544570068,41.26179048,31.20255505
60,100,40.76835031,29.11499548,10,0.035232207,40.81897108,29.76012423
61,100,40.33622035,28.04456606,100,0.010002438,40.38949626,28.66444174
62,100,39.92931452,31.22096096,1000,0.009975514,39.98226191,29.95905183
63,1000,39.90024479,35.82048564,1.00E-05,28.76739204,39.98828823,29.65002626
64,1000,39.94877261,31.67814099,0.0001,25.02779901,40.13536448,30.18533716
65,1000,40.02237047,49.65671678,0.001,17.17777175,40.14935427,25.48818329
66,1000,40.00486059,58.54485481,0.01,7.432618485,40.09174889,28.38539113
67,1000,39.70793339,209.5619647,0.1,1.307523197,39.74170356,40.07691243
68,1000,39.32230382,41.89017563,1,0.051824632,39.35746613,31.01106016
69,1000,38.96047054,29.05792558,10,0.013401173,38.99919474,29.89518934
70,1000,38.60858071,28.04456606,100,0.010002438,38.64979105,28.66444174
71,1000,38.27653311,31.22096096,1000,0.009975514,38.31762356,29.95905183
72,10000,38.3665322,30.69800081,1.00E-05,28.13432513,38.46418371,28.95144413
73,10000,38.50138745,27.79295991,0.0001,22.29991329,38.64692395,29.53708171
74,10000,38.71416224,65.1451191,0.001,10.44213532,38.87408972,26.80222144
75,10000,39.00081418,297.7320719,0.01,2.7413047,38.95145631,74.28728093
76,10000,38.7376872,194.153384,0.1,0.157255949,38.64841554,32.19520852
77,10000,38.40972157,41.95643779,1,0.030928752,38.32305708,31.62724327
78,10000,38.1004092,29.0579887,10,0.009894803,38.01861933,30.06234764
79,10000,37.79885775,28.04456606,100,0.010002438,37.72078075,28.66444174
80,10000,37.5137009,31.22096096,1000,0.009975514,37.43699002,29.95905183
