,C,cv_mse,ext_val_mse,gamma,train_mse,rcv_mse,test_mse
32,0.1,297.2990564,241.8279113,1,288.4295116,301.1542839,286.4734116
33,0.1,297.2445482,242.088232,10,288.6498739,301.1146146,286.6346124
34,0.1,297.1940807,242.1171072,100,288.670036,301.0775176,286.6440467
35,0.1,297.146417,242.1171096,1000,288.6700367,301.0424815,286.6440467
36,1,294.0817047,130.309339,1.00E-05,158.6606975,298.04799,142.6622877
37,1,291.3530722,140.3391146,0.0001,158.6169873,295.4652393,167.6522315
38,1,290.1109217,201.9683347,0.001,222.9952378,294.319488,239.8927834
39,1,289.3366148,219.8082074,0.01,241.3348794,293.6373736,257.9052227
40,1,288.6399277,222.289832,0.1,242.7890993,293.0070895,257.9855174
41,1,287.9919157,223.5677039,1,243.7442721,292.4177033,258.5088499
42,1,287.407458,225.8859806,10,245.5744801,291.880567,260.0811455
43,1,286.8561255,226.1562248,100,245.7535746,291.3698789,260.167326
44,1,286.3292972,226.156248,1000,245.7535808,290.881888,260.167326
45,10,281.8704573,57.81930098,1.00E-05,67.60100826,286.5123252,68.11183502
46,10,277.1915658,64.25952383,0.0001,36.74074798,281.9505898,65.13903109
47,10,273.3154791,69.46884818,0.001,39.79904903,278.3452627,94.9134916
48,10,270.0747439,143.0869046,0.01,50.32065388,275.420349,138.1628767
49,10,267.1135077,144.5426799,0.1,53.67199462,272.6843585,139.2657996
50,10,264.2871448,148.1340664,1,54.77889549,270.0700586,139.6558093
51,10,261.6225491,155.6771801,10,56.94944994,267.62376,143.8084381
52,10,259.0771206,157.6858317,100,57.43774259,265.2752927,144.1484289
53,10,256.6259699,157.6860599,1000,57.43775572,263.0138061,144.1483987
54,100,252.9822987,40.27426729,1.00E-05,39.11494192,259.2223288,57.71724421
55,100,248.9838053,38.86703909,0.0001,9.122735814,255.2897968,50.17529774
56,100,245.5807656,48.73314113,0.001,5.667714932,252.1333815,75.01447149
57,100,242.6840851,120.1613224,0.01,4.611314236,249.2965103,112.2315981
58,100,239.9196077,121.3405142,0.1,4.528234659,246.6194581,113.6286883
59,100,237.2503489,122.8612914,1,4.51993404,244.042006,114.9437096
60,100,234.6829575,123.8074342,10,4.519946053,241.5525418,118.8790907
61,100,232.2096971,126.0512071,100,4.520021259,239.1444625,119.1253458
62,100,229.8149548,126.0515814,1000,4.520001702,236.8128299,119.1253417
63,1000,226.8354239,38.78341465,1.00E-05,20.0855969,233.7451054,48.009528
64,1000,223.7468408,51.57676778,0.0001,5.90649934,230.7513313,45.26020295
65,1000,221.2940452,45.90746912,0.001,4.629995531,228.393057,76.96213961
66,1000,219.1482428,120.9191337,0.01,4.526971011,226.2915637,112.226468
67,1000,217.0955557,121.3405214,0.1,4.519972678,224.3071359,113.6248266
68,1000,215.1052444,122.8612914,1,4.51993404,222.3892407,114.9437096
69,1000,213.1843049,123.8074356,10,4.520007075,220.5291734,118.8790911
70,1000,211.3273531,126.0512071,100,4.519979763,218.7224469,119.1253455
71,1000,209.5219849,126.0515814,1000,4.520019305,216.9659074,119.1253416
72,10000,206.9717404,122.8599863,1.00E-05,10.44216817,214.5394249,61.50216233
73,10000,204.6275015,71.36684951,0.0001,4.021263212,212.3675286,69.90133348
74,10000,202.7695401,46.53483564,0.001,4.526896323,210.5375673,76.55975639
75,10000,201.1213781,120.9191335,0.01,4.519885965,208.9198756,112.2231158
76,10000,199.5427306,121.3405184,0.1,4.519972202,207.3929999,113.6248261
77,10000,198.007107,122.861291,1,4.51993404,205.9132489,114.9437096
78,10000,196.5214421,123.807432,10,4.5199347,204.4736478,118.8790906
79,10000,195.0816873,126.0512071,100,4.519979754,203.0708714,119.1253455
80,10000,193.6774835,126.0515814,1000,4.519902746,201.7027312,119.1253409
