,C,cv_mse,ext_val_mse,gamma,train_mse,rcv_mse,test_mse
27,0.1,363.1318715,294.1378425,1.00E-05,282.0503808,349.9400137,311.3909747
28,0.1,362.5055663,300.8777043,0.0001,294.2388076,349.3753298,321.1824542
29,0.1,362.3416377,312.8189619,0.001,307.9010878,349.2331905,334.6520454
30,0.1,362.2481238,314.5122257,0.01,309.7356969,349.1639961,335.8691466
31,0.1,362.1644604,314.6513096,0.1,309.7968255,349.1014433,335.9123158
32,0.1,362.0885293,314.8087951,1,309.8939072,349.0449812,336.0543556
33,0.1,362.0194496,315.0612061,10,310.0627593,348.9944813,336.322077
34,0.1,361.954343,315.0664908,100,310.0665158,348.9468963,336.329555
35,0.1,361.8928533,315.0664908,1000,310.0665158,348.9019549,336.329555
36,1,357.0116083,197.5749,1.00E-05,151.9499705,344.2485442,192.3492923
37,1,353.1196603,190.7718137,0.0001,167.2980795,340.6250172,197.36845
38,1,351.7354104,273.3944265,0.001,246.2872231,339.3849382,294.1715105
39,1,350.8657009,288.6795456,0.01,262.6227427,338.6515243,310.5762574
40,1,350.0649205,290.0011068,0.1,263.0193162,337.9696308,310.8679706
41,1,349.321378,291.669257,1,263.3354988,337.3368971,310.4790634
42,1,348.6310985,293.9923221,10,264.718175,336.7541387,312.9749332
43,1,347.9723925,294.0405769,100,264.7492526,336.1980977,313.0488998
44,1,347.3429623,294.0405769,1000,264.7492526,335.6667695,313.0488998
45,10,340.8127593,53.39490794,1.00E-05,54.94646626,329.5838752,94.16487631
46,10,334.3114379,51.03476457,0.0001,27.94401683,323.4092662,78.64512805
47,10,328.8900932,121.2169412,0.001,39.17406634,318.2467041,136.0217493
48,10,324.3474203,164.3522519,0.01,49.84034633,313.9831514,166.8365086
49,10,320.026958,172.8600097,0.1,49.55718759,309.9132317,168.134383
50,10,315.9225523,175.4779583,1,49.65802444,306.0405954,170.4317004
51,10,312.0766091,178.5812361,10,50.02860364,302.4294636,182.3993041
52,10,308.377183,178.645926,100,50.05385444,298.9562656,183.1251175
53,10,304.8147727,178.645926,1000,50.05385444,295.6117047,183.1251175
54,100,299.7894519,25.19313534,1.00E-05,32.14581026,290.802174,77.66512036
55,100,294.8293887,42.99454982,0.0001,5.847797107,285.9468617,78.67037754
56,100,290.4741319,111.7107508,0.001,1.595574339,281.5101069,121.2141646
57,100,286.4227069,132.3529438,0.01,0.101396821,277.3921067,140.5435075
58,100,282.5332513,143.9709582,0.1,0.009958808,273.4255705,140.7657977
59,100,278.8061583,149.129505,1,0.009959241,269.6149992,142.1678774
60,100,275.2984121,149.2756902,10,0.009973485,266.0345045,155.1513851
61,100,271.9052497,149.2634827,100,0.009969794,262.5710808,156.0481748
62,100,268.6198067,149.2634827,1000,0.009969794,259.217607,156.0481748
63,1000,264.9015977,13.23024455,1.00E-05,14.70510345,255.8553502,71.59724517
64,1000,261.1966849,53.29861677,0.0001,1.798655471,252.225315,82.29372713
65,1000,257.9447297,112.0213812,0.001,0.176439176,248.9043715,120.9267355
66,1000,254.9231937,132.355884,0.01,0.009999849,245.826301,140.5375963
67,1000,252.0117471,143.9709582,0.1,0.009958808,242.8489506,140.7657977
68,1000,249.2131373,149.129505,1,0.009959241,239.9785498,142.1678774
69,1000,246.5791445,149.2756902,10,0.009973485,237.2817822,155.1513851
70,1000,244.020598,149.2634827,100,0.009969794,234.6623519,156.0481748
71,1000,241.5331222,149.2634827,1000,0.009969794,232.1156836,156.0481748
72,10000,238.8651241,29.9251662,1.00E-05,6.64299054,229.7084659,110.6065237
73,10000,235.9644768,65.07867528,0.0001,1.202889698,226.9004557,84.82668429
74,10000,233.4401147,112.1188822,0.001,0.009937504,224.3171952,120.9107509
75,10000,231.0988214,132.355884,0.01,0.009999849,221.9271486,140.5375963
76,10000,228.8370812,143.9709582,0.1,0.009958808,219.6081787,140.7657977
77,10000,226.658499,149.129505,1,0.009959241,217.3669366,142.1678774
78,10000,224.6100831,149.2756902,10,0.009973485,215.2636187,155.1513851
79,10000,222.6139863,149.2634827,100,0.009969794,213.2141014,156.0481748
80,10000,220.6671759,149.2634827,1000,0.009969794,211.2151894,156.0481748
