,C,cv_mse,ext_val_mse,gamma,train_mse,rcv_mse,test_mse
37,1,49.40401513,64.72135705,0.0001,41.81433258,47.57122051,38.63878507
38,1,49.27460311,66.69673014,0.001,37.25530359,47.46678007,33.85220232
39,1,49.03365694,52.58930541,0.01,34.83635885,47.29108709,37.25170035
40,1,48.80700282,50.64012392,0.1,37.54908041,47.13789713,46.29335
41,1,48.59723084,50.63229402,1,38.25307924,46.99266543,46.91377498
42,1,48.40405508,50.63229402,10,38.16054399,46.86233001,46.19112717
43,1,48.21966004,50.63229402,100,38.09121136,46.73791893,45.93752488
44,1,48.04346033,50.63229402,1000,38.09121134,46.61903723,45.9375248
45,10,47.95543891,77.29564498,1.00E-05,36.53397888,46.50939054,27.37622629
46,10,47.73639589,78.91023862,0.0001,30.00951302,46.23606306,26.88559055
47,10,47.34564981,65.83863924,0.001,14.81179318,45.86461941,19.59170973
48,10,46.81149614,28.96012078,0.01,4.339274886,45.42896388,16.07255288
49,10,46.19217035,23.13731246,0.1,2.9862775,44.92699939,17.88618998
50,10,45.57318664,23.44693904,1,3.192240209,44.41918266,20.38187227
51,10,44.97748709,23.95490639,10,1.403003612,43.92957951,13.57746184
52,10,44.40426686,24.15634336,100,1.322381749,43.45845173,13.22898979
53,10,43.85227701,24.15634342,1000,1.322381741,43.00477312,13.22898974
54,100,43.73177937,66.36769872,1.00E-05,27.9026299,42.83687123,30.75801416
55,100,43.51315732,73.37527358,0.0001,16.27590462,42.63888556,21.92217403
56,100,43.14779789,31.92611517,0.001,6.841827078,42.33867255,19.83682855
57,100,42.78682218,26.90019456,0.01,3.311395855,42.05751874,14.84444805
58,100,42.27978515,20.09456053,0.1,2.093565156,41.63857424,18.76044302
59,100,41.8023821,21.3661293,1,0.010003751,41.24814368,10.04717713
60,100,41.33971314,21.54631759,10,0.010008801,40.86895406,10.4821334
61,100,40.89196908,21.70169462,100,0.009984388,40.5019965,10.48066692
62,100,40.45843912,21.70169467,1000,0.009986926,40.14668839,10.48067197
63,1000,40.32977388,64.61456751,1.00E-05,16.20805159,40.01606204,27.47672144
64,1000,40.14208891,47.67005064,0.0001,10.90542316,39.86556858,22.99020881
65,1000,40.35048833,32.08978084,0.001,4.943835391,40.16410485,18.19116232
66,1000,40.08158236,24.8969041,0.01,1.739805582,39.95111917,16.17943137
67,1000,39.68143612,17.72149414,0.1,0.009846424,39.61859968,11.37351311
68,1000,39.30396026,21.3661293,1,0.010003751,39.30836984,10.04717713
69,1000,38.93646905,21.54631759,10,0.010008801,39.00564423,10.4821334
70,1000,38.57932979,21.70169462,100,0.009984388,38.71144622,10.48066692
71,1000,38.23211106,21.70169467,1000,0.009986926,38.42542037,10.48067197
72,10000,38.13668687,46.36138595,1.00E-05,12.25190422,38.30959746,25.12889775
73,10000,38.3316964,35.60460367,0.0001,6.447008604,38.67156528,21.00273534
74,10000,39.54197262,29.94386421,0.001,3.614697919,40.1232995,14.85577532
75,10000,39.31554914,26.58604072,0.01,1.981422493,39.93607273,18.17532575
76,10000,38.97212172,17.72149414,0.1,0.009846424,39.64261456,11.37351311
77,10000,38.64729454,21.3661293,1,0.010003751,39.36787258,10.04717713
78,10000,38.32998164,21.54631759,10,0.010008801,39.0988815,10.4821334
79,10000,38.02060164,21.70169462,100,0.009984388,38.8366153,10.48066692
80,10000,37.71886065,21.70169467,1000,0.009986926,38.58082481,10.48067197
