,C,cv_mse,ext_val_mse,gamma,train_mse,rcv_mse,test_mse
52,10,288.0089313,191.4599668,100,47.65044017,280.5376085,205.0370739
53,10,285.4058485,191.4599668,1000,47.65044017,278.1158437,205.0370739
54,100,281.0127972,61.03665255,1.00E-05,23.82125044,274.2366373,21.58202053
55,100,276.821233,23.62181756,0.0001,1.014161196,270.3322457,59.71577264
56,100,273.6861335,125.8897566,0.001,0.010002084,267.2778427,153.857162
57,100,270.8035665,131.2791212,0.01,0.009996213,264.4778064,169.2080525
58,100,268.0899325,132.2152065,0.1,0.010007862,261.8512381,170.4917432
59,100,265.5065454,132.6415764,1,0.010010712,259.3573492,171.0021748
60,100,263.0140031,132.0623104,10,0.009996872,256.9570578,170.3443297
61,100,260.6021588,132.0360502,100,0.009983623,254.6347421,170.3143314
62,100,258.266881,132.0360502,1000,0.009983623,252.3861508,170.3143314
63,1000,254.6020099,34.59794221,1.00E-05,1.209735233,248.8448976,17.98277955
64,1000,251.3922626,18.16474996,0.0001,0.009846414,245.8639094,55.68786305
65,1000,249.069964,125.8897566,0.001,0.010002084,243.5967483,153.857162
66,1000,246.9420131,131.2791212,0.01,0.009996213,241.5262855,169.2080525
67,1000,244.9384417,132.2152065,0.1,0.010007862,239.5848736,170.4917432
68,1000,243.0275471,132.6415764,1,0.010010712,237.7389755,171.0021748
69,1000,241.176603,132.0623104,10,0.009996872,235.9561269,170.3443297
70,1000,239.3780545,132.0360502,100,0.009983623,234.223977,170.3143314
71,1000,237.6294656,132.0360502,1000,0.009983623,232.5399424,170.3143314
72,10000,234.6770863,22.80439157,1.00E-05,0.010515136,229.7113782,41.31709466
73,10000,232.1269693,18.16474996,0.0001,0.009846414,227.3515037,55.68786305
74,10000,230.3402172,125.8897566,0.001,0.010002084,225.603234,153.857162
75,10000,228.7107045,131.2791212,0.01,0.009996213,224.0147143,169.2080525
76,10000,227.178087,132.2152065,0.1,0.010007862,222.5276437,170.4917432
77,10000,225.715377,132.6415764,1,0.010010712,221.1134163,171.0021748
78,10000,224.2944414,132.0623104,10,0.009996872,219.7441271,170.3443297
79,10000,222.9092566,132.0360502,100,0.009983623,218.4094941,170.3143314
80,10000,221.5582739,132.0360502,1000,0.009983623,217.107815,170.3143314
