,cv_mse,ext_val_mse,max_depth,n_estimators,rcv_mse,test_mse,train_mse
0,45.90822262000211,52.92888193906168,5.0,10,44.23335596147812,53.58080034682032,15.56350115912367
1,44.25349776129718,38.090023580351804,5.0,50,44.86251666709063,66.03850672585583,11.984349576194457
2,43.41475067737779,28.607808001562926,5.0,100,46.30915231358437,72.19872864929957,11.126450704963066
3,42.74810072352825,31.84452802464356,5.0,150,47.16637177202946,73.51100488070938,12.100016753164859
4,42.26334089411417,33.59987631969276,5.0,200,47.27847884356054,73.83665378060985,12.168928505262134
5,41.60395072382767,33.61573884622511,5.0,500,47.18448119996041,72.3562249588409,12.10641954701709
6,41.13969915610395,32.90917441545897,5.0,750,46.974735466506104,73.16219069734112,12.026980435971648
7,40.755938386396316,33.37157976112069,5.0,1000,46.80979069116903,73.40852216354257,12.092395082703025
8,41.00050893331679,43.9650721,10.0,10,45.88631992266171,53.544285100000025,11.424834275000006
9,40.83191332524831,30.687090896249913,10.0,50,45.76691455991301,63.40238501424998,8.447799935652771
10,40.68212223530828,20.883442050623252,10.0,100,45.88420855421386,68.6410299984687,7.6433693130007585
11,40.499742230564856,24.795853961111227,10.0,150,46.00281709656894,69.39699514291297,8.611863669150742
12,40.295303315916236,26.053061495660167,10.0,200,46.01691811450938,70.0870467018219,8.555707364947006
13,40.02384325664511,24.913547189433462,10.0,500,46.03741514216503,67.11276323311401,8.208440633315485
14,39.79681521570128,24.57786962183263,10.0,750,45.995207465791246,67.12289724762485,8.199650744299571
15,39.58390992085468,25.82191674479683,10.0,1000,45.94374106971971,67.26230520776934,8.359746030537186
16,39.78239060124559,43.9650721,20.0,10,45.50622876393788,53.544285100000025,11.424834275000006
17,39.754215227759715,30.64984677199991,20.0,50,45.46109225108418,63.13131075399997,8.40737652749999
18,39.724357326653944,21.18197529299993,20.0,100,45.545121012275246,68.36329616749995,7.686657130749995
19,39.664077177210146,24.98797774977788,20.0,150,45.633255585829744,68.93131569066689,8.61309806200003
20,39.57814744495162,26.26479343500044,20.0,200,45.65958876548242,69.79657547287512,8.56640024159383
21,39.438725719886754,24.90647794519985,20.0,500,45.688245100227235,67.21352609337966,8.202728009515093
22,39.317482032017,24.51308269575137,20.0,750,45.675509872016264,67.10997656056024,8.183913459371151
23,39.19653701337073,25.743028505510335,20.0,1000,45.654510471722496,67.2556358997606,8.344121385692254
24,39.346998792335896,43.9650721,30.0,10,45.36857132771074,53.544285100000025,11.424834275000006
25,39.34423860334222,30.64984677199991,30.0,50,45.342617489436144,63.13131075399997,8.40737652749999
26,39.33841180717213,21.18197529299993,30.0,100,45.40613679403905,68.36329616749995,7.686657130749995
27,39.30913832612233,24.98797774977788,30.0,150,45.47405378294354,68.93131569066689,8.61309806200003
28,39.25915261831748,26.26479343500044,30.0,200,45.49861235451569,69.79657547287512,8.56640024159383
29,39.167543180824374,24.90647794519985,30.0,500,45.524992880360784,67.21352609337966,8.202728009515093
30,39.08633601043915,24.51308269575137,30.0,750,45.520810363296725,67.10997656056024,8.183913459371151
31,39.002850559628754,25.743028505510335,30.0,1000,45.50989517272389,67.2556358997606,8.344121385692254
32,39.12270604229152,43.9650721,,10,45.29765689086645,53.544285100000025,11.424834275000006
33,39.12719215512118,30.64984677199991,,50,45.27989555679895,63.13131075399997,8.40737652749999
34,39.12889852516771,21.18197529299993,,100,45.33068821842511,68.36329616749995,7.686657130749995
35,39.111950075518,24.98797774977788,,150,45.38560833689566,68.93131569066689,8.61309806200003
36,39.078101500498086,26.26479343500044,,200,45.40724736450755,69.79657547287512,8.56640024159383
37,39.01054276347247,24.90647794519985,,500,45.4304784372802,67.21352609337966,8.202728009515093
38,38.95001912591888,24.51308269575137,,750,45.429577319692896,67.10997656056024,8.183913459371151
39,38.88663868738357,25.743028505510335,,1000,45.42312599332472,67.2556358997606,8.344121385692254
