,cv_mse,ext_val_mse,max_depth,n_estimators,rcv_mse,test_mse,train_mse
0,12.582679917265908,6.451450160564525,5.0,10,14.997973463058605,22.892289809106266,4.357751345801635
1,12.50448978340076,4.204213660622267,5.0,50,14.507311361077395,20.35973986181619,3.779401433698969
2,12.709711781148748,4.4398374580403175,5.0,100,14.480340625843898,22.340428962856507,3.883673462306504
3,12.868051888617277,4.9736924153189905,5.0,150,14.528593438193127,21.34856461060557,3.82747477935459
4,12.992823843910472,5.019762901387226,5.0,200,14.522196757186919,20.546954841126304,3.7767862572452744
5,13.090073089720468,4.915766409652184,5.0,500,14.497663006131514,20.684911401907485,3.783663201457526
6,13.146757212751195,5.008405502299727,5.0,750,14.481655663032203,20.70380996764104,3.75242209699735
7,13.184926238663655,4.84968406475371,5.0,1000,14.450133220968752,20.40765652948902,3.762296797428823
8,13.096010047048253,6.595657912000017,10.0,10,14.594703736051592,24.06651164194446,3.2052002488611047
9,13.037443466195423,3.796457893079927,10.0,50,14.557586263509858,18.89537933371367,2.4953333448870536
10,13.02581468311365,4.131129843849811,10.0,100,14.544786431862256,20.45459070587611,2.493014167691549
11,13.02459162420289,4.529874795724284,10.0,150,14.545328307617003,19.422936362636957,2.4455902922989656
12,13.029317791077151,4.560752866328717,10.0,200,14.531080088361955,18.878726580712573,2.414274824273506
13,13.036555627867276,4.460531521438137,10.0,500,14.496591604302681,18.725498606524024,2.3564133332295922
14,13.04291295106363,4.665498841262166,10.0,750,14.466252654873909,18.71603309810054,2.3593370703949668
15,13.048209485473786,4.6143754507298675,10.0,1000,14.435303199018318,18.451420811487093,2.3313602332394545
16,13.009178369512092,6.44502485000002,20.0,10,14.512712884765142,22.979566448000007,3.0877357303749897
17,12.98146536223475,3.759734791999923,20.0,50,14.496647113980096,18.997381745880084,2.4768357513650097
18,12.977323554786082,4.132581864069808,20.0,100,14.49280873873423,20.536948027150228,2.48803186765129
19,12.97878453689661,4.483500508648717,20.0,150,14.49593192308987,19.55912478552006,2.4490814833217334
20,12.983722389337476,4.52214051873759,20.0,200,14.489423120619936,19.02754829050749,2.4173157670751175
21,12.990350837718795,4.437362930450233,20.0,500,14.469529103113713,18.819175219536408,2.359462337125506
22,12.996338211479145,4.642262299230921,20.0,750,14.450844568237613,18.778949796491876,2.3665286029253414
23,13.001678482534592,4.584193595834617,20.0,1000,14.430809805322111,18.52267460046357,2.3345542426844608
24,12.976998563798208,6.44502485000002,30.0,10,14.4836281273778,22.979566448000007,3.0877357303749897
25,12.959050320518275,3.759734791999923,30.0,50,14.473624315195357,18.997381745880084,2.4768357513650097
26,12.956965902006859,4.132581864069808,30.0,100,14.471775932569923,20.536948027150228,2.48803186765129
27,12.958736519685067,4.483500508648717,30.0,150,14.474757950186962,19.55912478552006,2.4490814833217334
28,12.963003516873679,4.52214051873759,30.0,200,14.470774816429524,19.02754829050749,2.4173157670751175
29,12.968555008102108,4.437362930450233,30.0,500,14.456807480397975,18.819175219536408,2.359462337125506
30,12.973700344428066,4.642262299230921,30.0,750,14.443355135900084,18.778949796491876,2.3665286029253414
31,12.978412981064997,4.584193595834617,30.0,1000,14.428563108474005,18.52267460046357,2.3345542426844608
32,12.960421088127422,6.44502485000002,,10,14.468645070541893,22.979566448000007,3.0877357303749897
33,12.947183533727204,3.759734791999923,,50,14.461435774662258,18.997381745880084,2.4768357513650097
34,12.945914604783855,4.132581864069808,,100,14.460358123509296,20.536948027150228,2.48803186765129
35,12.947598732345321,4.483500508648717,,150,14.462994631907572,19.55912478552006,2.4490814833217334
36,12.951244156826657,4.52214051873759,,200,14.460190643780914,19.02754829050749,2.4173157670751175
37,12.95593636990297,4.437362930450233,,500,14.449442330404652,18.819175219536408,2.359462337125506
38,12.960349807449221,4.642262299230921,,750,14.43893829118821,18.778949796491876,2.3665286029253414
39,12.964453680183237,4.584193595834617,,1000,14.427215090365143,18.52267460046357,2.3345542426844608
