,C,cv_mse,ext_val_mse,gamma,train_mse,rcv_mse,test_mse
63,1000,50.14082735,41.67323617,1.00E-05,33.01934646,50.38235171,56.49971316
64,1000,50.0654548,41.40509999,0.0001,27.69383595,50.29080838,43.83852124
65,1000,49.71715292,33.48825343,0.001,16.31448945,49.96543086,55.03286421
66,1000,49.48522594,29.71343234,0.01,9.058297063,49.7445603,67.29142699
67,1000,49.01679102,28.08132996,0.1,0.947774856,49.25676271,17.60275001
68,1000,48.50052122,33.19422375,1,0.109192631,48.70954487,15.67415335
69,1000,47.98823321,31.77272469,10,0.009982208,48.16796785,17.64385595
70,1000,47.47947511,26.00845089,100,0.009993525,47.63712424,18.06312158
71,1000,46.97988377,21.81093746,1000,0.009967124,47.12348442,18.58299786
72,10000,46.97612258,38.5431172,1.00E-05,34.62795406,47.10604423,53.13546758
73,10000,47.06012446,37.86421653,0.0001,23.44402436,47.07203869,37.53479517
74,10000,46.95030419,33.92794069,0.001,11.56831623,47.03236031,240.1648403
75,10000,47.24160003,28.37802977,0.01,2.690616103,47.08621581,238.1489609
76,10000,46.85644713,28.07366377,0.1,0.10680879,46.68959758,17.58789227
77,10000,46.42741225,33.19349373,1,0.009920878,46.23843263,15.66445741
78,10000,45.99972805,31.77272469,10,0.009982208,45.78983416,17.64385595
79,10000,45.57306155,26.00845089,100,0.009993525,45.34843714,18.06312158
80,10000,45.15251634,21.81093746,1000,0.009967124,44.92012379,18.58299786
