,C,cv_mse,ext_val_mse,gamma,train_mse,rcv_mse,test_mse
66,1000,42.15035393,54.88693927,0.01,13.46403581,42.19564871,44.51732196
67,1000,41.90797294,79.42244594,0.1,3.460662639,41.9985648,153.9205993
68,1000,41.51610977,28.45225754,1,0.210850907,41.63321996,20.91408392
69,1000,41.13962849,26.41255117,10,0.010619392,41.26361413,15.5417838
70,1000,40.77327406,25.376094,100,0.0099694,40.90626612,16.69642783
71,1000,40.42563064,25.88430867,1000,0.009922152,40.56819009,17.48461376
72,10000,40.37041883,43.6544635,1.00E-05,30.92141502,40.49181207,37.44030136
73,10000,40.22134081,46.78910906,0.0001,23.97647947,40.33348112,35.60592546
74,10000,40.09010168,58.62301078,0.001,13.18578562,40.27217342,26.28094538
75,10000,40.65831794,140.4620188,0.01,4.786952649,40.87696018,151.4118338
76,10000,40.55386665,141.7332647,0.1,0.390330811,40.6940156,234.7591185
77,10000,40.22885373,32.9128284,1,0.037930362,40.39106088,20.3344288
78,10000,39.9115629,26.41406955,10,0.009924936,40.07929164,15.54145222
79,10000,39.60177417,25.376094,100,0.0099694,39.77694931,16.69642783
80,10000,39.30722075,25.88430867,1000,0.009922152,39.49037947,17.48461376
