,C,cv_mse,ext_val_mse,gamma,train_mse,rcv_mse,test_mse
39,1,281.733074,180.548153,0.01,253.1834662,282.5250431,271.4142327
40,1,280.9580458,181.3233058,0.1,254.6226265,281.821676,273.2935212
41,1,280.2370497,181.6312436,1,255.2982519,281.1678498,273.8290287
42,1,279.5845791,182.4727684,10,256.1168566,280.5719737,274.6092373
43,1,278.9634345,182.5440847,100,256.1541968,280.0042747,274.6426763
44,1,278.3698963,182.5440847,1000,256.1541968,279.4618068,274.6426763
45,10,273.8608531,68.62953488,1.00E-05,56.87744441,274.9934371,87.39103747
46,10,269.3484297,55.22821323,0.0001,31.94462929,270.5797717,67.07358641
47,10,265.7835119,79.78881265,0.001,47.43671022,267.3270765,130.7445113
48,10,262.727187,96.05590444,0.01,62.13767257,264.5151972,180.8099345
49,10,259.8465408,98.57698411,0.1,64.72210811,261.8734605,188.2722091
50,10,257.1021987,98.54153786,1,66.14856426,259.3640599,189.3215959
51,10,254.4844248,98.85688288,10,66.79359221,256.9880324,190.3561271
52,10,251.9676727,98.97339221,100,66.84875854,254.7044434,190.4449698
53,10,249.5441333,98.97339239,1000,66.84875984,252.5054317,190.4449708
54,100,245.8380596,44.60572608,1.00E-05,34.81616016,248.7493102,60.40980937
55,100,242.125473,30.56571998,0.0001,6.607792177,245.0535947,54.31644739
56,100,239.1285937,60.16946504,0.001,0.768611919,242.282788,79.03568527
57,100,236.5050999,65.68179848,0.01,0.009973333,239.8338628,126.3246439
58,100,234.0143521,68.91116023,0.1,0.009996846,237.5154789,132.335753
59,100,231.6287441,68.563409,1,0.009999229,235.3005645,132.6887105
60,100,229.3277085,68.64432842,10,0.009975623,233.1819468,132.9276351
61,100,227.1013044,68.62615379,100,0.009968032,231.1336571,132.9463172
62,100,224.9455798,68.62615483,1000,0.009966275,229.1503924,132.9463162
63,1000,221.9966387,18.64609861,1.00E-05,14.83930766,226.1056375,69.717639
64,1000,219.2181379,34.76867027,0.0001,1.382633122,223.4246084,53.75421437
65,1000,216.9769882,60.1303911,0.001,0.009930314,221.3593251,80.10391626
66,1000,215.0365251,65.68179848,0.01,0.009973333,219.5516505,126.3246439
67,1000,213.1911494,68.91116023,0.1,0.009996846,217.8383793,132.335753
68,1000,211.4184933,68.563409,1,0.009999229,216.1975422,132.6887105
69,1000,209.7020229,68.64432842,10,0.009975623,214.6242185,132.9276351
70,1000,208.0342571,68.62615379,100,0.009968032,213.0969476,132.9463172
71,1000,206.4128183,68.62615483,1000,0.009966275,211.6121009,132.9463162
72,10000,203.9725492,20.86855726,1.00E-05,6.44663848,209.1266788,69.57213969
73,10000,201.7917706,47.60335977,0.0001,0.00973097,207.071792,69.54456543
74,10000,200.0519104,60.1303911,0.001,0.009930314,205.4723803,80.10391626
75,10000,198.5639373,65.68179848,0.01,0.009973333,204.0878111,126.3246439
76,10000,197.1481846,68.91116023,0.1,0.009996846,202.7756215,132.335753
77,10000,195.7857448,68.563409,1,0.009999229,201.517224,132.6887105
78,10000,194.4627046,68.64432842,10,0.009975623,200.3089666,132.9276351
79,10000,193.173054,68.62615379,100,0.009968032,199.1324543,132.9463172
80,10000,191.9152466,68.62615483,1000,0.009966275,197.9849917,132.9463162
