,C,cv_mse,ext_val_mse,gamma,rcv_mse,test_mse,train_mse
35,0.1,303.0265315711729,321.887243657118,1000.0,292.2887899490591,245.54025013020828,300.14110250651044
36,1.0,298.82746082277737,140.94441380478543,1e-05,288.5024050232583,112.71727540196107,133.11767054943132
37,1.0,295.35640012665203,168.96853099405948,0.0001,285.3917777908917,122.8560152799947,138.88585885687058
38,1.0,293.88066707480624,268.29025500241653,0.001,283.9386260021157,193.93789378737856,218.53544745494065
39,1.0,293.0534762631431,295.8441210356262,0.01,283.0958690181555,215.63307850258886,245.43218820815508
40,1.0,292.3445905907551,300.00104279682597,0.1,282.3737729357488,218.76991753517981,249.49197330654312
41,1.0,291.7212782944234,301.37764810185337,1.0,281.73433122780034,220.7752402668481,251.5656530756547
42,1.0,291.16038498438695,301.9166637059335,10.0,281.15582604175796,223.06525488771473,252.92408370091377
43,1.0,290.63058089587093,302.0929903160077,100.0,280.6085898669238,223.35468542195895,253.05804115920142
44,1.0,290.12432365865834,302.0930064266712,1000.0,280.08567530245426,223.35469552463107,253.05804556504987
45,10.0,285.36279037005465,99.53158031291284,1e-05,275.4198503451285,65.13503786052485,60.959001974022634
46,10.0,280.2566047870599,75.8135066559763,0.0001,270.53742608431736,50.23886898980386,31.48093753506746
47,10.0,275.954947860537,109.26941834919216,0.001,266.54118791262715,63.55324814353339,29.388210588359634
48,10.0,272.52578785210255,179.0092989346131,0.01,263.2477906716117,95.20169810115496,42.22926265034513
49,10.0,269.3408991425943,187.26809717394798,0.1,260.21774871782674,99.6734496359947,44.98371370037661
50,10.0,266.36334110596147,196.8290882289505,1.0,257.3738480742122,105.60862722056453,47.13803107084811
51,10.0,263.5429971939967,199.30658045094108,10.0,254.66920328275782,115.940288503284,48.16602078314152
52,10.0,260.83239086204685,200.5278656404282,100.0,252.07096268964764,117.85566868887541,48.42701844339951
53,10.0,258.22217723834746,200.52802038153294,1000.0,249.5689533168761,117.855681170242,48.42702398176753
54,100.0,254.33211351638167,81.00435163051218,1e-05,245.7812014258477,47.73708208452517,36.52293010910148
55,100.0,250.29061662680422,39.34199470380814,0.0001,241.8826332654327,29.647040453627,7.970087086032839
56,100.0,246.6918164785313,73.41637426179665,0.001,238.51014346298405,28.0433941894401,2.1621058172580057
57,100.0,243.52286394032137,138.23958910834222,0.01,235.52095163017,56.347227593420556,0.42921893546511825
58,100.0,240.5328453572947,148.0746377803801,0.1,232.74058275316546,58.257783333871,0.16273428804832563
59,100.0,237.69783470089703,156.29674303249095,1.0,230.1079523116908,63.82870578887368,0.11153265418560346
60,100.0,234.9956411345744,158.27145995636377,10.0,227.57843166400133,77.12422016548872,0.11151104824608674
61,100.0,232.382504412615,160.66794483873377,100.0,225.1324421866068,79.42194263206146,0.11150649885392036
62,100.0,229.85232444686986,160.66832196254452,1000.0,222.7641031506864,79.42208085569327,0.11150898692389184
63,1000.0,226.77806297370435,73.3874265980642,1e-05,219.79916304370266,34.657959188290334,22.40504514303639
64,1000.0,223.71894689951606,45.09000367293466,0.0001,216.85642294574788,23.648459277087564,3.120044537583156
65,1000.0,221.01397781054865,81.34599921036605,0.001,214.32389799405274,33.384839768953256,0.4465956911843811
66,1000.0,218.64324218957083,138.3241044729595,0.01,212.0851765198757,56.35194306287804,0.15916365471816257
67,1000.0,216.4136184893779,148.07329883439186,0.1,210.01605810251442,58.257856675646025,0.11149664653637197
68,1000.0,214.29794584421936,156.29674303249095,1.0,208.05615517732855,63.82872491629502,0.11152206633966635
69,1000.0,212.27746129151933,158.27145998866854,10.0,206.1668842862614,77.12422016548875,0.11151086093600675
70,1000.0,210.31554161661188,160.66794535966957,100.0,204.33252090287098,79.42189449009332,0.11151547425064709
71,1000.0,208.40811974097377,160.66832196254452,1000.0,202.5491120420481,79.42203332394112,0.1115180931636389
72,10000.0,206.06605915103114,64.71240399666422,1e-05,200.26649179667987,26.10650288011876,12.779891936203002
73,10000.0,203.72436481323408,81.7513034578152,0.0001,198.26221934909157,30.832442141395394,1.770539898648137
74,10000.0,201.60090975389838,81.16923080450762,0.001,196.27059836265607,38.05976848649904,0.1655837578631289
75,10000.0,199.76536822128887,138.436486575226,0.01,194.5334044638451,56.36227432070777,0.11152812614453458
76,10000.0,198.04151708304428,148.07329883581968,0.1,192.93407614794208,58.25782598854948,0.11149490253065315
77,10000.0,196.40550027394673,156.29674303249095,1.0,191.41931563661828,63.82872388460512,0.11152213031110121
78,10000.0,194.8416841585197,158.27145995636377,10.0,189.955871043783,77.12422098405388,0.11152352092752488
79,10000.0,193.3184276612019,160.6679451858887,100.0,188.530511206555,79.42194341384958,0.11151623810117499
80,10000.0,191.83278246255338,160.6683226573968,1000.0,187.1403454252842,79.42208163761194,0.11151874790062624
