,C,cv_mse,ext_val_mse,gamma,train_mse,rcv_mse,test_mse
69,1000,231.6940103,195.0030888,10,1.21146118,238.217623,86.80510302
70,1000,229.7547431,195.1065658,100,1.211924801,236.1973656,88.3428949
71,1000,227.8693445,195.106597,1000,1.211926637,234.2332264,88.34302648
72,10000,225.3593158,47.78905623,1.00E-05,11.99437257,231.5676536,31.35819532
73,10000,223.3292824,164.2190124,0.0001,2.356420615,229.4892343,41.69765246
74,10000,221.3655025,135.782596,0.001,1.233762364,227.6002696,44.86171125
75,10000,219.5520852,165.9620013,0.01,1.203081022,225.8003646,69.93257656
76,10000,217.8763138,186.8921982,0.1,1.210251266,224.0719109,78.2140929
77,10000,216.2545353,188.8060611,1,1.21045728,222.3961122,81.24821953
78,10000,214.7038569,195.0030527,10,1.211461016,220.7772514,86.80510298
79,10000,213.1951342,195.1065901,100,1.211924743,219.2022776,88.34289661
80,10000,211.723664,195.1065988,1000,1.211926579,217.666192,88.34302819
